#,Listing Title,SKU,LastUpdated,ExpiryDate,SEOTips,Age(Days),VisibilityScore,TotalViews,Views Per Day,TagCount,ImageCount
304,"GOLD FOIL | Wedding Invitations | Argyle Apple | Eucalyptus Wedding Invitations, Elegant Wedding Invitations, Custom Wedding Invitations (1315306392)",FSC/Argyle Apple,2022-12-1508:18,2023-02-2011:06,2,72,29%,8,0.11,13,10
323,"GOLD FOIL | Wedding Invitations | Gold Eucalyptus | Eucalyptus Wedding Invitations, Elegant Wedding Invitations, Custom Wedding Invitations (1315324646)",FSC/Gold Eucalyptus,2022-12-1508:00,2023-02-2011:36,2,72,29%,8,0.11,13,10
335,"GOLD FOIL | Wedding Invitations | Pink &amp; Gold | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1315336056)",FSC/Pink & Gold,2022-12-1507:41,2023-02-2011:53,2,72,29%,8,0.11,13,10
1010,"Wedding Programs | Forest Wedding | Wedding Day Timeline, Wedding Timeline, Wedding Itinerary, Ceremony Program, Wedding Programs (851833798)",PS/7x5Program/woodland,2022-12-0109:20,2022-12-3015:20,3,848,29%,95,0.11,13,10
139,DETAILS CARD | Argyle Kraft | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1342224103),GIC / krftargyl,2022-12-1510:26,2023-03-0807:16,4,53,29%,6,0.11,13,10
140,DETAILS CARD | Autumn | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1328261790),GIC / autumn,2022-12-1510:05,2023-03-0807:43,4,53,29%,6,0.11,13,10
149,DETAILS CARD | Blush Floral | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1342238765),GIC / blushfloral,2022-12-1510:13,2023-03-0807:49,4,53,29%,6,0.11,13,10
157,DETAILS CARD | Classic Floral | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1342225137),GIC / classicfloral,2022-12-1510:32,2023-03-0807:18,4,53,29%,6,0.11,13,10
158,DETAILS CARD | Confetti | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1328252942),GIC / confetti,2022-12-1510:24,2023-03-0807:23,4,53,29%,6,0.11,13,10
167,DETAILS CARD | Kraft Lights | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1328236616),GIC / krftlights,2022-12-1510:28,2023-03-0806:44,4,53,29%,6,0.11,13,10
176,DETAILS CARD | Pink Lace | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1328232306),GIC/pinklace,2022-12-1510:30,2023-03-0806:33,4,53,29%,6,0.11,13,10
178,DETAILS CARD | Potpourri | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1342206029),GIC / potpourri,2022-12-1510:26,2023-03-0806:32,4,53,29%,6,0.11,13,10
185,DETAILS CARD | White Roses | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1342199717),GIC/whiteroses,2022-12-1510:34,2023-03-0806:15,4,53,29%,6,0.11,13,10
604,Seating Chart Cards | Burst | Sage Green Wedding | Table Seating Chart Cards | Alphabetical Seating Chart Cards (1298332370),RM 1st Class,2022-12-0710:22,2023-01-2504:51,3,97,29%,11,0.11,13,10
640,Seating Chart Cards | White Roses | rustic wedding (1312367247),RM 1st Class,2022-12-0710:22,2023-01-2505:18,2,97,29%,11,0.11,13,10
665,TABLE NUMBERS | Blue Floral | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1329011414),WOODENHOLDERS,2022-11-1508:49,2023-03-0906:43,5,52,29%,6,0.12,13,10
673,TABLE NUMBERS | Feathers | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1342985375),WOODENHOLDERS,2022-11-1509:00,2023-03-0906:37,5,52,29%,6,0.12,13,10
678,TABLE NUMBERS | Palm Leaf | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1342990505),WOODENHOLDERS,2022-11-1509:22,2023-03-0906:49,5,52,29%,6,0.12,13,10
213,Foiled Save The Date | Confetti | Save The Date | Save The Date Cards | Wedding Save The Dates | Save The Date Postcard (1325221097),FSD/Confetti,2022-12-0608:02,2023-02-1413:30,5,78,29%,9,0.12,13,10
245,Foiled Save The Date | Top Hats | Save The Date Cards | Save The Date Cards | Wedding Save The Dates | Save The Date Postcard (1311254018),FSD/Top Hats,2022-12-0607:47,2023-02-1413:56,5,78,29%,9,0.12,13,10
776,"Wedding Day Timeline | Succulent Wedding | Wedding Day Timeline, Wedding Timeline, Wedding Itinerary, Ceremony Program, Wedding Programs (851825950)",,2022-12-1605:30,2023-04-1604:30,4,848,29%,98,0.12,13,6
32,"BAR MENU | Blush Floral | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Bar Menu Signature Drinks (1317163872)",COPPER FOIL,2022-11-1516:40,2023-02-2304:56,3,69,29%,8,0.12,13,10
41,"BAR MENU | Destination | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Bar Menu Sign His And Hers (1317162510)",ROSE GOLD FOIL,2022-11-1516:30,2023-02-2304:51,3,69,29%,8,0.12,13,10
49,"BAR MENU | October | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Bar Menu Sign His And Hers (1317167844)",COPPER FOIL,2022-11-1516:29,2023-02-2305:13,3,69,29%,8,0.12,13,10
718,Thank You Cards | Thank You | Wedding Cards | Custom Wedding Card | Wedding Cards (1337296967),WHITE,2022-11-1512:10,2023-03-0111:57,5,60,29%,7,0.12,13,10
1007,"Wedding Programs | Desert Wedding | Wedding Day Timeline, Wedding Timeline, Wedding Itinerary, Ceremony Program, Wedding Programs (865746241)",PS/7x5Program/destination,2022-12-0208:30,2023-04-0207:30,3,848,29%,99,0.12,13,10
497,RSVP CARD | Beach | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343715865),PS rsvp/beach,2022-12-1510:14,2023-03-1005:57,3,51,29%,6,0.12,13,10
503,RSVP CARD | Bouquet | Rsvp Meal Choice | Rsvp Postcard | Rsvp cards (1343716807),PS rsvp/bouquet/with,2022-12-1510:11,2023-03-1005:59,3,51,29%,6,0.12,13,10
505,RSVP CARD | Burgundy Watercolour | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343717193),PS rsvp/burgwateercol/env,2022-12-1510:14,2023-03-1006:00,4,51,29%,6,0.12,13,10
506,RSVP CARD | Burst | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343717343),,2022-12-1510:19,2023-03-1006:01,4,51,29%,6,0.12,13,10
517,RSVP CARD | Kraft Sunflowers | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343726097),rsvp/sunflowerkraft/with,2022-12-1508:41,2023-03-1006:24,4,51,29%,6,0.12,13,10
520,RSVP CARD | October | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343723013),PS rsvp/october/env,2022-12-1510:08,2023-03-1006:16,4,51,29%,6,0.12,13,10
527,RSVP CARD | Pink Watercolour | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1329748052),PS rsvp/pinkwatercolour,2022-12-1510:14,2023-03-1006:20,4,51,29%,6,0.12,13,10
528,RSVP CARD | Potpourri | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1329748258),PS rsvp/potpourri,2022-12-1508:35,2023-03-1006:20,4,51,29%,6,0.12,13,10
529,RSVP CARD | Rose Garden | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343724793),PS rsvp/rosegarden/env,2022-12-1508:40,2023-03-1006:21,4,51,29%,6,0.12,13,10
1015,"Wedding Programs | Rustic Wedding | Wedding Day Timeline, Wedding Timeline, Wedding Itinerary, Ceremony Program, Wedding Programs (851834128)",PS/7x5Program//one,2022-12-0109:27,2023-01-1013:10,3,848,29%,100,0.12,13,10
710,Thank You Cards | Thank You From The New Mr &amp; Mrs | Wedding Cards | Custom Wedding Card | Wedding Cards (1337844493),WHITE,2022-11-1511:46,2023-03-0205:14,5,59,29%,7,0.12,13,10
712,Thank You Cards | Thank You From The Newly Weds | Wedding Cards | Custom Wedding Card | Wedding Cards (1337844683),WHITE,2022-11-1511:35,2023-03-0205:15,5,59,29%,7,0.12,13,10
724,Thank You Cards | You Are The Best Wedding Coordinator Ever | Wedding Cards | Custom Wedding Card | Wedding Cards (1323883934),WHITE,2022-11-1511:10,2023-03-0205:49,5,59,29%,7,0.12,13,10
1065,"WELCOME SIGN | Pink Lace | Blush Pink Wedding, Welcome To Our Wedding Sign, Fall In Love Bridal Shower Welcome Sign, Wedding Welcome Sign (1318489986)",A1 BOARD,2022-12-0710:22,2023-02-2505:18,3,67,29%,8,0.12,13,10
1066,"WELCOME SIGN | Pink Watercolour | Blush Pink Wedding, Welcome To Our Happily Ever After Sign, Welcome Sign Christian, Modern Initials Sign (1318489020)",A1 BOARD,2022-12-0710:22,2023-02-2505:16,3,67,29%,8,0.12,13,10
1071,"WELCOME SIGN | Sunflowers | Summer Wedding, Wedding Welcome Sign Boho, Welcome Sign Christmas In July, Modern Initials Wedding Welcome Sign (1318486634)",A1 BOARD,2022-12-0710:22,2023-02-2505:09,3,67,29%,8,0.12,13,10
1076,"WELCOME SIGN | Whimsical | Blush Pink Wedding, Welcome Sign Engagement Party, Welcome Sign Christian, Friends Bridal Shower Welcome Sign (1318489240)",A4 CARD,2022-12-0710:22,2023-02-2505:16,3,67,29%,8,0.12,13,10
733,THANK YOU | Burgundy Flowers | Thank You Cards | Thank You Cards For Wedding | Wedding Thank You Cards | Thank You Cards Wedding (1330511222),PS/tyc/burgundywater,2022-12-0110:53,2023-03-1106:24,4,50,29%,6,0.12,13,10
965,Wedding Itinerary | Minimalist (851797328),PSpamph/burst,2022-12-0111:42,2023-01-1012:00,2,848,29%,104,0.12,13,10
606,Seating Chart Cards | Chalkboard | Fall Wedding (1298339618),RM 1st Class,2022-12-0710:22,2023-01-2505:25,2,97,29%,12,0.12,13,10
632,Seating Chart Cards | Stormy | Celestial Wedding (1298331352),RM 1st Class,2022-12-0710:22,2023-01-2504:46,2,97,29%,12,0.12,13,10
317,"GOLD FOIL | Wedding Invitations | Confetti | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1315311938)",FSC/Confetti,2022-12-1508:11,2023-02-2011:15,2,72,29%,9,0.13,13,10
333,"GOLD Foil | Wedding Invitations | Photo Booth | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1315327418)",FSC/Photo Booth,2022-12-1507:59,2023-02-2011:40,2,72,29%,9,0.13,13,10
337,"GOLD FOIL | Wedding Invitations | Potpourri | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1315336458)",FSC/Potpourri,2022-12-1507:44,2023-02-2011:53,2,72,29%,9,0.13,13,10
340,"GOLD FOIL | Wedding Invitations | Rustic Floral | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1329303687)",FSC/Rustic Floral,2022-12-1507:51,2023-02-2011:48,2,72,29%,9,0.13,13,10
349,"GOLD FOIL | Wedding Invitations | Whimsical | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1329301093)",FSC/Whimsical,2022-12-1508:05,2023-02-2011:44,2,72,29%,9,0.13,13,10
963,Wedding Itinerary | Fall Wedding (851796512),PSpamph/autumn,2022-12-0111:43,2023-01-1011:50,2,848,29%,106,0.13,13,10
1018,"Wedding Programs | Succulent Wedding | Wedding Day Timeline, Wedding Timeline, Wedding Itinerary, Ceremony Program, Wedding Programs (865750071)",PS/7x5Program/succulents,2022-12-2405:10,2023-04-2404:10,3,848,29%,106,0.13,13,10
410,Modern Table Numbers | Beach Wedding (839695592),WOODENHOLDERS,2022-11-1509:36,2023-01-0609:49,3,871,29%,109,0.13,13,10
1026,"Wedding Schedule | Succulent Wedding | Wedding Day Timeline, Wedding Timeline, Wedding Itinerary, Ceremony Program, Wedding Programs (851754590)",PS/concprog/succulents,2022-12-0111:49,2023-01-1010:20,4,848,29%,107,0.13,13,6
208,Foiled Save The Date | Beach | Save The Date Destination Wedding | Destination Wedding Save The Date | Wedding Save The Dates (1311233042),FSD/Beach,2022-12-0608:14,2023-02-1413:25,5,78,29%,10,0.13,13,10
212,Foiled Save The Date | Bunting | Save The Date | Save The Date Cards | Wedding Save The Dates | Save The Date Postcard (1311256020),FSD/Bunting,2022-12-0607:36,2023-02-1413:59,5,78,29%,10,0.13,13,10
220,Foiled Save The Date | Four Photos | Save The Date Template With Photo | Save The Date Cards | Wedding Save The Dates | Save The Date (1325234903),FSD/Four Photos,2022-12-0607:48,2023-02-1413:50,5,78,29%,10,0.13,13,10
248,Foiled Save The Date | Wildflowers | Save The Date Cards | Save The Date Cards | Wedding Save The Dates | Save The Date Postcard (1325239863),FSD/Wildflowers,2022-12-0607:44,2023-02-1413:57,5,78,29%,10,0.13,13,10
286,Gold Foil Invitation | Cactus &amp; Succulents (1237063136),conc/succulents/ONE,2022-12-1508:17,2023-02-1508:10,2,200,29%,26,0.13,13,10
26,"BAR MENU | Autumn | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Modern Wedding Bar Menu (1331137673)",PRINT,2022-11-1516:35,2023-02-2305:06,3,69,29%,9,0.13,13,10
43,"BAR MENU | Fiery | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Bar Menu Sign His And Hers (1331139413)",PRINT,2022-11-1516:50,2023-02-2305:13,3,69,29%,9,0.13,13,10
44,"BAR MENU | Greenery Eucalyptus | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Gold Bar Menu Wedding (1331139271)",COPPER FOIL,2022-11-1516:21,2023-02-2305:12,3,69,29%,9,0.13,13,10
53,"BAR MENU | Palm Leaf | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Bar Menu Sign His And Hers (1331133777)",PRINT,2022-11-1516:52,2023-02-2304:49,3,69,29%,9,0.13,13,10
61,"BAR MENU | Spring | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Bar Menu Sign His And Hers (1331134461)",PRINT,2022-11-1516:28,2023-02-2304:52,3,69,29%,9,0.13,13,10
411,Modern Table Numbers | Black &amp; White (839698642),WOODENHOLDERS,2022-11-1509:26,2023-01-2711:30,3,871,29%,114,0.13,13,10
770,"Wedding Day Timeline | Fall Wedding | Wedding Day Timeline, Wedding Timeline, Wedding Itinerary, Ceremony Program, Wedding Programs (865737227)",,2022-11-1516:40,2023-02-0915:58,4,848,29%,111,0.13,13,5
143,DETAILS CARD | Blue Details | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1328262498),GIC / bluedetails,2022-12-1510:16,2023-03-0807:44,4,53,29%,7,0.13,13,10
146,DETAILS CARD | Blue Watercolour | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1342239063),GIC / bluewatercolour,2022-12-1510:14,2023-03-0807:49,4,53,29%,7,0.13,13,10
153,DETAILS CARD | Burst | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1342227409),GIC / burst,2022-12-1510:10,2023-03-0807:24,4,53,29%,7,0.13,13,10
180,DETAILS CARD | Succulents | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1328218508),GIC/succulents,2022-12-1510:18,2023-03-0805:55,4,53,29%,7,0.13,13,10
183,DETAILS CARD | Tis The Season | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1342200287),GIC/tistheseason,2022-12-1510:27,2023-03-0806:17,4,53,29%,7,0.13,13,10
1022,"Wedding Schedule | Indian Wedding | Wedding Day Timeline, Wedding Timeline, Wedding Itinerary, Ceremony Program, Wedding Programs (865670195)",PS/concprog/one,2022-12-0111:35,2023-01-1010:20,4,848,29%,113,0.13,13,5
600,Seating Chart Cards | Blush Floral | Dusty Rose Wedding | Table Seating Chart Cards | Alphabetical Seating Chart Cards | (1298337974),RM 1st Class,2022-12-0710:22,2023-01-2505:18,3,97,29%,13,0.13,13,10
625,Seating Chart Cards | Pink Watercolour | Dusty Rose Wedding (1312367301),RM 1st Class,2022-12-2313:04,2023-04-2312:04,3,97,29%,13,0.13,13,10
635,Seating Chart Cards | Sunflowers | Sunflower Wedding (1312360365),RM 1st Class,2022-12-0710:22,2023-01-2504:45,3,97,29%,13,0.13,13,10
666,TABLE NUMBERS | Blue Mountains | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1342987739),WOODENHOLDERS,2022-11-1509:06,2023-03-0906:43,5,52,29%,7,0.13,13,10
669,TABLE NUMBERS | Burgundy Flowers | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1329010608),WOODENHOLDERS,2022-11-1508:58,2023-03-0906:41,5,52,29%,7,0.13,13,10
674,TABLE NUMBERS | Fiery | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1329012878),WOODENHOLDERS,2022-11-1508:59,2023-03-0906:47,5,52,29%,7,0.13,13,10
681,TABLE NUMBERS | Pink Lace | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1342988077),WOODENHOLDERS,2022-11-1509:07,2023-03-0906:44,5,52,29%,7,0.13,13,10
684,TABLE NUMBERS | Rose Garden | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1342985541),WOODENHOLDERS,2022-11-1508:50,2023-03-0906:37,5,52,29%,7,0.13,13,10
685,TABLE NUMBERS | Sunset Beach | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1329011966),WOODENHOLDERS,2022-11-1508:58,2023-03-0906:45,5,52,29%,7,0.13,13,10
259,Funny Wedding Card | Enjoy Putting Your Finger In His Ring | Congratulations Card | Custom Wedding Card | Wedding Cards (1337857333),WHITE,2022-11-1511:32,2023-03-0205:50,5,59,29%,8,0.14,13,10
269,Funny Wedding Card | Mutual Weirdness For Eternity | Congratulations Card | Custom Wedding Card | Wedding Cards (1337865451),WHITE + WS,2022-11-1510:54,2023-03-0206:12,5,59,29%,8,0.14,13,10
704,Thank You Cards | Thank You For Your Donation Towards Our Honeymoon | Wedding Cards | Custom Wedding Card | Wedding Cards (1323870848),WHITE,2022-11-1511:50,2023-03-0205:13,5,59,29%,8,0.14,13,10
708,Thank You Cards | Thank You From The Happy Couple | Wedding Cards | Custom Wedding Card | Wedding Cards (1337844231),WHITE + WS,2022-11-1511:48,2023-03-0205:14,5,59,29%,8,0.14,13,10
121,"Ceremony Programs | Winter Wedding | Church program, Wedding booklet, Order of Service, Wedding Day Timeline, Wedding Timeline (851818340)",PS OOSbook/Winter,2022-11-1514:19,2023-01-1012:40,4,848,29%,115,0.14,13,6
530,RSVP CARD | Rustic Floral | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343724973),PS rsvp/rusticfloral,2022-12-1508:36,2023-03-1006:21,4,51,29%,7,0.14,13,10
1008,"Wedding Programs | Fall Wedding | Wedding Day Timeline, Wedding Timeline, Wedding Itinerary, Ceremony Program, Wedding Programs (851829562)",PS/7x5program/autumn,2022-12-0109:24,2023-01-0411:01,3,848,29%,117,0.14,13,10
315,"GOLD FOIL | Wedding Invitations | Bouquet | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1329283059)",FSC/Bouquet,2022-12-1507:59,2023-02-2011:16,2,72,29%,10,0.14,13,10
316,"GOLD FOIL | Wedding Invitations | Calligraphy | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1315311028)",FSC/Calligraphy,2022-12-1508:14,2023-02-2011:14,2,72,29%,10,0.14,13,10
334,"GOLD FOIL | Wedding Invitations | Pine | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1315315166)",FSC/Pine,2022-12-1507:55,2023-02-2011:20,2,72,29%,10,0.14,13,10
338,"GOLD FOIL | Wedding Invitations | Purple Confetti | Wedding Invitations Gold Foil, Elegant Wedding Invitations, Custom Wedding Invitations (1315315748)",FSC/Purple Confetti,2022-12-1507:59,2023-02-2011:21,2,72,29%,10,0.14,13,10
348,"GOLD FOIL | Wedding Invitations | Tropical | Wedding Invitations Gold Foil, Wedding Monogram Crest Beach Theme, Invitation Wedding Beach (1315310040)",FSC/Tropical,2022-12-1508:19,2023-02-2011:12,2,72,29%,10,0.14,13,10
352,"GOLD FOIL | Wedding Invitations | Winter | Blue Minimalist Wedding Invitations, Light Blue Wedding Invitations, Custom Wedding Invitations (1329299667)",FSC/Winter,2022-12-1508:03,2023-02-2011:42,2,72,29%,10,0.14,13,10
353,"GOLD FOIL | Wedding Invitations | Woodland | Fall Wedding Invitations Printed, Fall Themed Wedding Invitations, Fall Wedding Invitations (1329279597)",FSC/Woodland,2022-12-1508:13,2023-02-2011:11,3,72,29%,10,0.14,13,10
114,"Ceremony Programs | Forest Wedding | Church program, Wedding booklet, Order of Service, Wedding Day Timeline, Wedding Timeline (865727479)",PS OOSbook/Woodland,2022-11-1514:04,2023-01-1012:30,4,848,29%,118,0.14,13,6
730,THANK YOU | Blush Details | Thank You Cards | Wedding Thank You Cards Personalized | Wedding Gift Thank You Cards | Thank You Cards Wedding (1344499995),PS/tyc/blushdetails,2022-12-0110:48,2023-03-1106:54,4,50,29%,7,0.14,13,10
737,THANK YOU | Flamingo | Thank You Cards | Wedding Thank You Cards Custom | Wedding Thank You Cards | Thank You Cards Wedding (1344496105),PS/tyc/flamingo,2022-12-0110:51,2023-03-1106:45,4,50,29%,7,0.14,13,10
743,THANK YOU | Pampas Grass | Thank You Cards | Thank You Wedding Cards Folded | Wedding Thank You Cards | Thank You Cards Wedding (1344486801),PS/tyc/pampas,2022-12-0110:56,2023-03-1106:20,5,50,29%,7,0.14,13,10
745,THANK YOU | Pink Border | Thank You Cards | Thank You Cards For Wedding | Wedding Thank You Cards | Thank You Cards Wedding (1344488509),PS/tyc/pinkborder,2022-12-0110:53,2023-03-1106:25,4,50,29%,7,0.14,13,10
746,THANK YOU | Pink Sketch | Thank You Cards | Wedding Gift Thank You Cards | Wedding Thank You Cards | Thank You Cards Wedding (1330523788),PS/tyc/pinksketch,2022-12-0110:46,2023-03-1106:56,4,50,29%,7,0.14,13,10
748,THANK YOU | Potpourri | Thank You Cards | Personalized Thank You Cards Wedding | Wedding Thank You Cards | Thank You Cards Wedding (1344487123),PS/tyc/potpourri,2022-12-0110:55,2023-03-1106:21,5,50,29%,7,0.14,13,10
753,THANK YOU | Tis The Season | Thank You Cards | Personalized Thank You Cards Wedding | Wedding Thank You Cards | Thank You Cards Wedding (1330510734),PS/tyc/tisthe,2022-12-0110:54,2023-03-1106:23,5,50,29%,7,0.14,13,10
